"Dam Name","Other Names","Former Names","NID ID","Other Structure ID","Federal ID","Owner Names","Owner Types","Primary Owner Type","Number of Associated Structures","Is Associated Structure?","Designer Names","Non-Federal Dam on Federal Property","Primary Purpose","Purposes","Source Agency","State or Federal Agency ID","Latitude","Longitude","State","County","City","Distance to Nearest City (Miles)","River or Stream Name","Congressional District","State Regulated Dam","State Jurisdictional Dam","State Regulatory Agency","State Permitting Authority","State Inspection Authority","State Enforcement Authority","Federally Regulated Dam","Federal Agency Owners","Federal Agency Involvement Funding","Federal Agency Involvement Design","Federal Agency Involvement Construction","Federal Agency Involvement Regulatory","Federal Agency Involvement Inspection","Federal Agency Involvement Operation","Federal Agency Involvement Other","Built Under the Authority of the Secretary of Agriculture","NRCS Watershed Dam Authorization","Primary Dam Type","Dam Types","Core Types","Foundation","Dam Height (Ft)","Hydraulic Height (Ft)","Structural Height (Ft)","NID Height (Ft)","NID Height Category","Dam Length (Ft)","Volume (Cubic Yards)","Year Completed","Year Completed Category","Years Modified","NID Storage (Acre-Ft)","Max Storage (Acre-Ft)","Normal Storage (Acre-Ft)","Surface Area (Acres)","Drainage Area (Sq Miles)","Max Discharge (Cubic Ft/Second)","Spillway Type","Spillway Width (Ft)","Number of Locks","Length of Locks (ft)","Lock Width (Ft)","Length of Secondary Lock (Ft)","Secondary Lock Width (Ft)","Outlet Gate Type","Data Last Updated","Last Inspection Date","Inspection Frequency","Hazard Potential Classification","Condition Assessment","Condition Assessment Date","EAP Prepared","EAP Last Revision Date","Website URL","Operational Status","Operational Status Date","Inundation Maps Added to NID?","American Indian/Alaska Native/Native Hawaiian"
"Tennessee Valley Dam","","","CA10367","","CA10367","DOI NPS","Federal","Federal","0","No","","No","","","National Park Service","","37.84337778","-122.5507944","California","Marin","SAISALITO, CA","","","California, Congressional District 02","No","No","","No","No","No","Yes","National Park Service","National Park Service","","","National Park Service","National Park Service","National Park Service","","No","N/A","Earth","Earth","","","30","","","30","25-50 feet","0","0","","Undetermined","","44","44","","","0","0","","0","0","0","0","","","","2024-01-05","2022-12-07","","High","Not Available","","Yes","2022-08-05","https://www.nps.gov/index.htm","","","No",""
"San Justo","","","CA10323","","CA10323","RECLAMATION","Federal","Federal","1","No","","No","Irrigation","Irrigation","Bureau of Reclamation","","36.816900000000004","-121.4475","California","San Benito","PACINES","0","SAN BENITO RIVER OS","California, Congressional District 18","No","No","","No","No","No","Yes","Bureau of Reclamation","Bureau of Reclamation","","","Bureau of Reclamation","Bureau of Reclamation","Bureau of Reclamation","Bureau of Reclamation","No","N/A","Earth","Earth","Bituminous Concrete","Rock","151","126","151","151","Greater than 100 feet","1115","811000","1987","1980-1989","","11693","11693","10308","208","1","0","Uncontrolled","508","0","0","0","","","","2021-05-24","2020-07-21","1","High","Not Available","","Yes","2017-04-25","https://www.usbr.gov/ssle/damsafety/","","","No",""
"Bayley Reservoir","Baley Tank","","CA10402","","CA10402","USDA FS","Federal","Federal","","No","","No","Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond;Other","Forest Service","050955 9117","41.80001","-120.7305","California","Modoc","Likely","","Crooks Canyon","California, Congressional District 01","No","No","","No","No","No","Yes","Forest Service","Forest Service","Forest Service","Forest Service","Forest Service","Forest Service","Forest Service","","No","N/A","Earth","Earth","","","10","6","10","10","Less than 25 feet","530","","1970","1970-1979","","93","","93","","","","Uncontrolled","40","0","0","0","","","Uncontrolled","2023-03-02","2010-09-07","10","Low","Not Rated","","Not Required","","https://www.fs.usda.gov/eng/dams/","","","No",""
"Coleman","Dam #1","","CA10124","","CA10124","Fort Hunter Liggett","Federal","Federal","0","No","","No","Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond;Fish and Wildlife Pond;Recreation","US Army","9000-124","36.081694420427","-121.281777787953","California","Monterey","Jolon","12","Coleman Creek","California, Congressional District 18","No","No","","No","No","No","Yes","US Army","US Army","US Army","US Army","US Army","US Army","US Army","","No","N/A","Earth","Earth","Unlisted/Unknown;Unlisted/Unknown","Unlisted/Unknown","27","20","25","27","25-50 feet","350","4167","1965","1960-1969","","80","80","65","10.5","","455","Uncontrolled","25","0","0","0","","","","2023-08-23","2023-05-09","4","Low","Poor","2023-05-09","Yes","2007-01-01","https://www.army.mil/","","","No",""
"Shasta","","","CA10186","","CA10186","RECLAMATION","Federal","Federal","0","No","RECLAMATION","No","Hydroelectric","Hydroelectric;Irrigation;Navigation;Recreation;Water Supply","Bureau of Reclamation","","40.7186","-122.4192","California","Shasta","REDDING","9","SACRAMENTO RIVER","California, Congressional District 01","No","No","","No","No","No","Yes","Bureau of Reclamation","Bureau of Reclamation","","","Bureau of Reclamation","Bureau of Reclamation","Bureau of Reclamation","Bureau of Reclamation","No","N/A","Concrete","Concrete;Gravity","Bituminous Concrete","Rock","602","526","602","602","Greater than 100 feet","3460","8430000","1945","1940-1949","","4661860","4661860","4552090","30210","6665","250000","Controlled","375","0","0","0","","","","2021-05-24","2020-03-03","1","High","Not Available","","Yes","2016-12-12","https://www.usbr.gov/ssle/damsafety/","","","No",""
"Orwick Dam (Blm)","","","CA10355","","CA10355","DOI BLM","Federal","Federal","0","No","","No","Irrigation","Irrigation","Bureau of Land Management","L63081","40.32499","-122.17705","California","Tehama","NONE","0","NONE","California, Congressional District 01","No","No","","No","No","No","Yes","Bureau of Land Management","Bureau of Land Management","Bureau of Land Management","Bureau of Land Management","Bureau of Land Management","Bureau of Land Management","Bureau of Land Management","","No","N/A","","","","","","22","","22","Less than 25 feet","421","34100","1950","1950-1959","1930","88","88","88","12","1","1","","","0","0","0","","","","2024-01-17","2011-07-21","5","Low","Not Rated","","No","","https://www.blm.gov/","","","No",""
"Engineer","Dam #34","","CA10126","","CA10126","Fort Hunter Liggett","Federal","Federal","0","No","","No","Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond;Fish and Wildlife Pond;Recreation","US Army","CA10126","36.015460034832294","-121.23757288791201","California","Monterey","Jolon","5","Sulfur Spring Creek","California, Congressional District 18","No","No","","No","No","No","Yes","US Army","US Army","US Army","US Army","US Army","US Army","US Army","","No","N/A","Earth","Earth","Unlisted/Unknown;Unlisted/Unknown","Unlisted/Unknown","20","15","20","20","Less than 25 feet","600","1111","1964","1960-1969","","50","50","15","7.2","","741","Uncontrolled","20","0","0","0","","","","2023-08-23","2023-05-09","4","High","Poor","2023-05-09","Yes","2007-01-01","https://www.army.mil/","","","No",""
"Hughes","Dam #36","","CA10123","","CA10123","Fort Hunter Liggett","Federal","Federal","0","No","","No","Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond;Fish and Wildlife Pond;Recreation","US Army","9000-123","35.8914326783269","-121.21953494846801","California","Monterey","Bradley","30","Aqua Frias Creek","California, Congressional District 18","No","No","","No","No","No","Yes","US Army","US Army","US Army","US Army","US Army","US Army","US Army","","No","N/A","Earth","Earth","Unlisted/Unknown;Unlisted/Unknown","Unlisted/Unknown","37","40","50","50","51-100 feet","410","","1966","1960-1969","","1500","1500","200","30.8","","455","Uncontrolled","25","0","0","0","","","","2023-08-23","2023-05-09","4","Low","Poor","2023-05-09","Yes","2007-01-01","https://www.army.mil/","","","No",""
"Lower Blackwelder Dam","Lower Blackwelder Lake","","CA10118","","CA10118","USAF ACC","Federal","Federal","0","No","USAF","No","Flood Risk Reduction","Flood Risk Reduction;Recreation","US Air Force","","39.13499832","-121.3833313","California","Yuba","BEALE AFB","0","HUTCHINSON CREEK","California, Congressional District 01","No","No","","No","No","No","Yes","US Air Force","US Air Force","US Air Force","US Air Force","US Air Force","US Air Force","US Air Force","US Air Force","No","N/A","Rockfill","Rockfill;Earth","Earth;Unlisted/Unknown","Unlisted/Unknown","10","10","15","15","Less than 25 feet","700","14300","1955","1950-1959","","160","160","20","20","0.22","482","Uncontrolled","35","0","0","0","","","None","2023-01-20","2022-09-15","5","Low","Not Available","","Not Required","","https://www.af.mil/","","","No",""
"Ortega","","","CA10176","","CA10176","RECLAMATION","Federal","Federal","0","No","RECLAMATION","No","Water Supply","Water Supply","Bureau of Reclamation","","34.4318","-119.5922","California","Santa Barbara","","0","SANTA YNEZ RIVER OS, PICAY CREEK","California, Congressional District 24","No","No","","No","No","No","Yes","Bureau of Reclamation","Bureau of Reclamation","","","Bureau of Reclamation","Bureau of Reclamation","Bureau of Reclamation","","No","N/A","Earth","Earth","","","119","21","131","131","Greater than 100 feet","430","146000","1956","1950-1959","2007","59","59","59","3","0","0","Uncontrolled","23","0","0","0","","","","2021-05-24","2020-08-22","1","High","Not Available","","Yes","2019-11-12","https://www.usbr.gov/ssle/damsafety/","","","No",""
"Little Panoche Detention","","","CA10166","","CA10166","RECLAMATION","Federal","Federal","0","No","","No","Flood Risk Reduction","Flood Risk Reduction","Bureau of Reclamation","","36.783500000000004","-120.7971","California","Fresno","ORO LOMA","9","LITTLE PANOCHE CREEK","California, Congressional District 13","No","No","","No","No","No","Yes","Bureau of Reclamation","Bureau of Reclamation","","","Bureau of Reclamation","Bureau of Reclamation","Bureau of Reclamation","Bureau of Reclamation","No","N/A","Earth","Earth","Bituminous Concrete","Rock","151","114","151","151","Greater than 100 feet","1440","1160000","1966","1960-1969","","13240","13240","5580","188","101","3220","Uncontrolled","30","0","0","0","","","","2021-05-24","2020-03-04","1","High","Not Available","","Yes","2017-05-11","https://www.usbr.gov/ssle/damsafety/","","","No",""
"Stampede","","","CA10192","","CA10192","RECLAMATION","Federal","Federal","1","No","","No","Irrigation","Irrigation;Recreation;Water Supply","Bureau of Reclamation","","39.475100000000005","-120.10390000000001","California","Sierra","","0","LITTLE TRUCKEE RIVER","California, Congressional District 03","No","No","","No","No","No","Yes","Bureau of Reclamation","Bureau of Reclamation","","","Bureau of Reclamation","Bureau of Reclamation","Bureau of Reclamation","","No","N/A","Earth","Earth","","","226","225","256","256","Greater than 100 feet","1511","4517000","1970","1970-1979","","280100","280100","226500","3885","135","0","Uncontrolled","15","0","0","0","","","","2021-05-24","2020-07-28","1","High","Not Available","","Yes","2017-05-04","https://www.usbr.gov/ssle/damsafety/","","","No",""
"Courtright","","","CA00412","","CA00412","Pacific Gas and Electric Company","Private","Private","1","No","","Yes","Hydroelectric","Hydroelectric","Federal Energy Regulatory Commission","01988-01-01","37.0792","-118.9702","California","Fresno","Balch Camp","17","North Fork Kings River        ","California, Congressional District 05","Yes","Yes","DWR, Safety of Dams","Yes","Yes","Yes","Yes","","","","","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","","","No","N/A","Rockfill","Rockfill","Earth","Rock","315","311","315","315","Greater than 100 feet","862","","1958","1950-1959","","134342","134342","123286","1632","39.7","20000","Uncontrolled","300","","","","","","","2024-01-19","2023-08-17","1","High","Satisfactory","2023-09-29","Yes","2022-12-30","https://www.ferc.gov/dam-safety-and-inspections","Normal Operations","2023-09-29","No",""
"Coleman Forebay","","","CA00392","","CA00392","Pacific Gas and Electric Company","Private","Private","1","No","","No","Hydroelectric","Hydroelectric","Federal Energy Regulatory Commission","01121-05-01","40.412841","-122.11424199999999","California","Shasta","Shingletown                                       ","7","South Fork Battle Creek - OS  ","California, Congressional District 01","No","No","","No","No","No","Yes","","","","","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","","","No","N/A","Earth","Earth","","","20","","","20","Less than 25 feet","2604","","1911","1910-1919","","76","76","76","","","500","Uncontrolled","113.5","","","","","","","2024-01-19","2017-09-07","3","Low","Poor","2023-09-29","Not Required","2023-01-03","https://www.ferc.gov/dam-safety-and-inspections","Under Remediation","2023-09-29","No",""
"Mad Dog Lake Dam","Mad Dog Lake","","CA10420","","CA10420","USAF ACC","Federal","Federal","","No","","No","Flood Risk Reduction","Flood Risk Reduction;Recreation","US Air Force","","39.092828999999995","-121.39153","California","Yuba","BEALE AFB","","TR-HUTCHINSON CREEK","California, Congressional District 01","No","No","","No","No","No","Yes","US Air Force","US Air Force","US Air Force","US Air Force","US Air Force","US Air Force","US Air Force","US Air Force","No","N/A","Rockfill","Rockfill;Earth","Earth;Unlisted/Unknown;Unlisted/Unknown","Unlisted/Unknown","12","8","12","12","Less than 25 feet","600","","1962","1960-1969","","83","83","50","","","","","","0","0","0","","","","2023-01-18","2022-09-15","5","Low","Not Available","","Not Required","","https://www.af.mil/","","","No",""
"Lyons","","","CA00387","","CA00387","Pacific Gas and Electric Company","Private","Private","1","No","","No","Hydroelectric","Hydroelectric;Fire Protection, Stock, Or Small Fish Pond;Irrigation","Federal Energy Regulatory Commission","01061-01-01","38.094100000000005","-120.1674","California","Tuolumne","Long Barn                                         ","2","South Fork Stanislaus River   ","California, Congressional District 05","Yes","Yes","DWR, Safety of Dams","Yes","Yes","Yes","Yes","","","","","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","","","No","N/A","Concrete","Concrete;Arch","","","132","","","132","Greater than 100 feet","535","","1930","1930-1939","","6228","6228","6228","184","66.8","21000","Controlled","284","","","","","","Tainter (radial)4","2024-01-19","2022-07-08","1","High","Satisfactory","2023-09-29","Yes","2022-12-30","https://www.ferc.gov/dam-safety-and-inspections","Normal Operations","2023-09-29","No",""
"Salt Springs","","","CA00382","","CA00382","Pacific Gas and Electric Company","Private","Private","1","No","","Yes","Hydroelectric","Hydroelectric","Federal Energy Regulatory Commission","00137-07-01","38.4983","-120.2155","California","Calaveras","Pioneer","20","North Fork Mokelumne River    ","California, Congressional District 05","Yes","Yes","DWR, Safety of Dams","Yes","Yes","Yes","Yes","","","","","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","","","No","N/A","Rockfill","Rockfill","","","328","236","328","328","Greater than 100 feet","1945","","1931","1930-1939","","142000","141857","142000","963","169","92790","Controlled","472.6","","","","","","Other Controlled1;Tainter (radial)12","2024-01-19","2023-07-11","1","High","Satisfactory","2023-09-29","Yes","2022-12-30","https://www.ferc.gov/dam-safety-and-inspections","Normal Operations","2023-09-29","No",""
"Rio Bravo Canal                                                  ","","","CA01595","","CA01595S001","Olcese Water District","Public Utility","Public Utility","1","No","","No","Hydroelectric","Hydroelectric","Federal Energy Regulatory Commission","04129-01-00","35.433800000000005","-118.8075","California","Kern","","","","California, Congressional District 20","No","No","","No","No","No","Yes","","","","","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","","","No","N/A","","","","","1","","","1","Less than 25 feet","","","1988","1980-1989","","1","","1","","","","","","","","","","","","2021-06-14","2020-09-30","1","Significant","Not Available","","Yes","2020-12-31","https://www.ferc.gov/dam-safety-and-inspections","","","No",""
"Funks","","","CA10245","","CA10245","RECLAMATION","Federal","Federal","0","No","","No","Irrigation","Irrigation","Bureau of Reclamation","","39.3292","-122.2885","California","Colusa","NONE","0","FUNKS CREEK","California, Congressional District 01","No","No","","No","No","No","Yes","Bureau of Reclamation","Bureau of Reclamation","","","Bureau of Reclamation","Bureau of Reclamation","Bureau of Reclamation","Bureau of Reclamation","No","N/A","Earth","Earth","Bituminous Concrete","Rock","80","36","80","80","51-100 feet","1500","244000","1975","1970-1979","","2312","2312","2082","215","53","22500","Controlled","75","0","0","0","","","","2021-05-24","2002-03-21","3","Low","Not Available","","Not Required","","https://www.usbr.gov/ssle/damsafety/","","","No",""
